Category,Content
tale,"Eu diria que mais que um segundo, e menos que um minuto."
tale,- Tem inúmeras possibilidades ai!
tale,Temos que definir uma para a história prosseguir.
tale,- Não podemos fazer isso.
tale,E se definirmos um parâmetro errado?
tale,Vou atirar antes ou depois da hora que eu devia atirar.
tale,Sabe a confusão que isso pode dar com o escritor?
tale,Já vejo as notícias…“Personagem desobedece quem o criou e mata quando bem entende”.
tale,- Tudo bem.
tale,"Vamos, então, descobrir o que é o parâmetro que estamos usando."
tale,-Fechado.
tale,- Quanto é um segundo?
tale,- Não sei.
tale,- Fodeu.
tale,"- Fode*
- Hã?"
tale,- Procura aí.
tale,O assassino tirou do bolso um smartphone e jogou ao contrabandista.
tale,Não demorou a achar a informação que queria.
tale,"Ainda olhando para a tela, o homem no chão começou a dizer: -Olha… Aqui ta dizendo que hoje o segundo é definido tecnicamente como a duração de 9'192'631'770 períodos da radiação correspondente à transição entre dois níveis hiperfinos do estado fundamental do átomo de césio 133… O contrabandista olhou o assassino, olhou o celular, olhou o assassino novamente, pensou mais um pouco e perguntou: - ok, você entendeu ALGUMA coisa?"
tale,Porque eu não entendi nada.
tale,- Eu também não.
tale,- Então fodeu.
tale,"- Fode*
- Hã?"
tale,- Quer saber?
tale,Que se foda.
tale,Eu to é fora daqui.
tale,"O mafioso guardou a arma, virou de costas e se pôs a andar."
tale,Aquela foi a última vez que os dois se viram.
tale,"O contrabandista nunca mais soube do assassino, nem do que era um instante."
tale,"Passou o resto dos dias se perguntando que fim o homem teria levado… Mas…se não há certeza de que o homem morreu, como pode ter tido fim?"
tale,"Afinal, o fim só é fim quando acaba, não?"
tale,Bem…Então a história não está no fim?
tale,"Tá, mas não acabou."
tale,Então não ta no fim.
tale,Mas vai acabar agora!
tale,"E se não é começo nem meio, o que é?!"
tale,Quer saber?
tale,Fim.
poem,Como pôde o maquinista.
poem,Velhos trilhos maldizer?.
poem,Sempre fora o motorista.
poem,Àqueles trilhos percorrer.
poem,"Sempre tarde, às onze da noite,."
poem,"Com a fornalha a fervilhar,."
poem,"Era ele, a única vida."
poem,Por ali a transitar.
poem,"Neve, chuva, vento e frio."
poem,"O touro bufava a combater..
Robusto e negro monstro sombrio."
poem,Naqueles trilhos a percorrer.
poem,Tempo tanto desde a tenra infância.
poem,Por aqueles trilhos a caminhar.
poem,Sempre esteve o maquinista.
poem,Vivo e morto a carregar.
poem,Vagões tantos e tão diferentes;.
poem,"Carne, roupa, milho e fio..
Nunca fora o velho contente."
poem,Pensava sempre na casa do rio.
poem,"Sonhava alto, bebia memórias."
poem,"Dos trilhos deixar de percorrer..
Falava sozinho, criava histórias."
poem,De muito longe ir viver.
poem,E quando por fim viu-se livre.
poem,Do metálico e velho carrão.
poem,Lágrimas tantas correram-lhe a face.
poem,Via-se dentro do próprio caixão.
poem,"July 22nd, 2016 11:12pm 
textos
poema

 Sempre tarde, às onze da noite,."
poem,"Com a fornalha a fervilhar,."
poem,"Era ele, a única vida."
poem,Por ali a transitar.
poem,"Neve, chuva, vento e frio."
poem,"O touro bufava a combater..
Robusto e negro monstro sombrio."
poem,Naqueles trilhos a percorrer.
poem,Tempo tanto desde a tenra infância.
poem,Por aqueles trilhos a caminhar.
poem,Sempre esteve o maquinista.
poem,Vivo e morto a carregar.
poem,Vagões tantos e tão diferentes;.
poem,"Carne, roupa, milho e fio..
Nunca fora o velho contente."
poem,Pensava sempre na casa do rio.
poem,"Sonhava alto, bebia memórias."
poem,"Dos trilhos deixar de percorrer..
Falava sozinho, criava histórias."
poem,De muito longe ir viver.
poem,E quando por fim viu-se livre.
poem,Do metálico e velho carrão.
poem,Lágrimas tantas correram-lhe a face.
poem,Via-se dentro do próprio caixão.
poem,"July 22nd, 2016 11:12pm 
textos
poema

 Neve, chuva, vento e frio."
poem,"O touro bufava a combater..
Robusto e negro monstro sombrio."
poem,Naqueles trilhos a percorrer.
poem,Tempo tanto desde a tenra infância.
poem,Por aqueles trilhos a caminhar.
poem,Sempre esteve o maquinista.
poem,Vivo e morto a carregar.
poem,Vagões tantos e tão diferentes;.
poem,"Carne, roupa, milho e fio..
Nunca fora o velho contente."
poem,Pensava sempre na casa do rio.
poem,"Sonhava alto, bebia memórias."
poem,"Dos trilhos deixar de percorrer..
Falava sozinho, criava histórias."
poem,De muito longe ir viver.
poem,E quando por fim viu-se livre.
poem,Do metálico e velho carrão.
poem,Lágrimas tantas correram-lhe a face.
poem,Via-se dentro do próprio caixão.
poem,"July 22nd, 2016 11:12pm 
textos
poema

 Tempo tanto desde a tenra infância."
poem,Por aqueles trilhos a caminhar.
poem,Sempre esteve o maquinista.
poem,Vivo e morto a carregar.
poem,Vagões tantos e tão diferentes;.
poem,"Carne, roupa, milho e fio..
Nunca fora o velho contente."
poem,Pensava sempre na casa do rio.
poem,"Sonhava alto, bebia memórias."
poem,"Dos trilhos deixar de percorrer..
Falava sozinho, criava histórias."
poem,De muito longe ir viver.
poem,E quando por fim viu-se livre.
poem,Do metálico e velho carrão.
poem,Lágrimas tantas correram-lhe a face.
poem,Via-se dentro do próprio caixão.
poem,"July 22nd, 2016 11:12pm 
textos
poema

 Vagões tantos e tão diferentes;."
poem,"Carne, roupa, milho e fio..
Nunca fora o velho contente."
poem,Pensava sempre na casa do rio.
poem,"Sonhava alto, bebia memórias."
poem,"Dos trilhos deixar de percorrer..
Falava sozinho, criava histórias."
poem,De muito longe ir viver.
poem,E quando por fim viu-se livre.
poem,Do metálico e velho carrão.
poem,Lágrimas tantas correram-lhe a face.
poem,Via-se dentro do próprio caixão.
poem,"July 22nd, 2016 11:12pm 
textos
poema

 Sonhava alto, bebia memórias."
poem,"Dos trilhos deixar de percorrer..
Falava sozinho, criava histórias."
poem,De muito longe ir viver.
poem,E quando por fim viu-se livre.
poem,Do metálico e velho carrão.
poem,Lágrimas tantas correram-lhe a face.
poem,Via-se dentro do próprio caixão.
poem,"July 22nd, 2016 11:12pm 
textos
poema

 E quando por fim viu-se livre."
poem,Do metálico e velho carrão.
poem,Lágrimas tantas correram-lhe a face.
poem,Via-se dentro do próprio caixão.
poem,"July 22nd, 2016 11:12pm 
textos
poema"
tale,"Pela claridade do lado de fora, não era mais que cinco e quinze da tarde."
tale,Os ônibus do centro do Recife começavam a lotar outra vez.
tale,"Dez ou vinte minutos mais e começaria o caos, com pessoas amontoadas nas calçadas, vendedores ambulantes frenéticos e suor compartilhado entre peles quentes e desconhecidas."
tale,"Nesse dia específico, o meu ônibus veio um pouco mais vazio."
tale,"Não que eu tivesse escapado de ficar em pé — isso, jamais — , mas pude andar até a parte de trás do coletivo, onde a lotação costumava ser menor."
tale,"E foi justamente lá que vagou uma cadeira poucas paradas depois, na última das tantas fileiras de assentos velhos e sujos."
tale,Não que isso fosse um incômodo.
tale,"Velhas e sujas, afinal, são quase todas as ruas do centro."
tale,"Com um leve sorriso nos lábios e olhos cansados, deixei meu corpo despencar exausto na cadeira."
tale,Olhou-me um cheira cola que sentava com sua garrafa amassada e escura na janela.
tale,Eu o olhei de volta.
tale,Não falamos nada.
tale,O ônibus e a vida continuaram a andar.
tale,Assim eram todas as tardes.
tale,Ônibus lotados.
tale,Engarrafamentos no trânsito.
tale,Vendedores frenéticos.
tale,Edifícios sujos.
tale,Lixo nas calçadas.
tale,Moradores de rua.
tale,Recife.
tale,"A rotina, o calor e a desgraça de sempre."
tale,Cada um na sua batalha pelo pão de cada dia.
tale,Mas aquele não era um dia comum.
tale,Não fazia nem dez minutos que eu havia sentado quando fui violentamente arrancado de meu cochilo por um berro que ecoou dentro do ônibus.
tale,"Havia pessoas no corredor, e eu não conseguia ver muito a frente, mas sabia que aquele barulho tinha vindo ali de dentro."
tale,"Pouco depois, outro grito disforme chegou aos meus ouvidos."
tale,Depois mais um.
tale,Os passageiros em pé no corredor começaram a mexer-se de incômodo.
tale,A gritaria prosseguiu.
tale,Só podia ser uma pregação.
tale,"Falou por cinco ou dez minutos, o pastor, e depois pôs-se a emburacar até o fim do ônibus."
tale,"Empurrava a todos de forma grosseria, abria caminho pela força e suavizava tudo aquilo com uma sorridente mensagem da palavra de Deus."
tale,"Aos que estavam sentados, oferecia pequenos papeis com mensagens sagradas, cujas mãos os agarravam com a mais fria e pura indiferença."
tale,"Estendeu-me, por fim, o papel, que eu recusei com um sorriso antes de fechar os olhos para outra vez cochilar."
tale,E foi em minha recusa que o pastor encontrou sua chance de brilhar.
tale,— DEUS TENHA PIEDADE DE QUEM RECUSA O SENHOR!
tale,Levantei a cabeça incrédulo.
tale,Todos os passageiros se viraram para ver o que aconteceu.
tale,"O pastor, percebendo que conseguiu chamar atenção, continuou: — Quem não gosta da palavra divina só pode ser adorador do Diabo."
tale,— Quê?
tale,— Esse é o mal da juventude hoje em dia.
tale,"Só quer saber de sexo, de droga, de farra."
tale,"Fica escutando essas músicas de putaria pra cima e pra baixo, mas não tem um jovem que presta… Os passageiros olhavam, agora, interessados."
tale,Não havia nada melhor que um barraco dentro do ônibus em pleno começo da noite.
tale,Foi aí que entendi qual era a real intenção do pastor com tudo aquilo.
tale,"São poucas, raríssimas, as vezes em que eu falo com estranhos."
tale,"Na verdade, são poucas as vezes que eu falo."
tale,"Mas naquele momento, não havia coisa no mundo que fosse me impedir de retrucar."
tale,"Afinal, o ódio era muito."
tale,E eu estava determinado a conduzir o pastor em direção a uma tomada de cu.
tale,— Pelo menos as coisas que eu faço é com o meu dinheiro.
tale,"E tu, que fica roubando dinheiro dos outros pra tomar cachaça em nome do Senhor?"
tale,A platéia quase foi ao delírio quando viu que a confusão se confirmou.
tale,Uma mulher que sentava pouco à frente arregalou os olhos.
tale,O velho que se apoiava perto da porta não conseguiu segurar o riso e gaitou.
tale,Um aluno da rede estadual sacou o celular e se aprontou.
tale,"Mas foi nesse ponto em que a conversa tomou um rumo completamente inesperado, dando início a uma das maiores lições de vida que já tive a chance de ter."
tale,"— Meu filho, eu não faço isso, e vivo tranquilo porque Jesus é liberdade."
tale,"Pra entender isso, só é preciso ser capaz de pensar — disse o pastor."
tale,Que fique claro: querer armar uma confusão fora uma má escolha do pastor.
tale,"Mas querer vencer-me usando a lógica era muito, muito pior."
tale,"Para mim, deixou de ser sobre raiva e tornou-se uma questão de orgulho."
tale,"— Que liberdade da porra, hein, pastor!"
tale,"Ficar vivendo que nem um arrombado, abrindo mão de tudo pra ficar de boa depois da morte… Tu deve ser muito infeliz."
tale,— Infeliz é quem vive a angústia de não estar nas mãos do Senhor.
tale,"— Não, pastor."
tale,Infeliz é quem vive com medo de fazer as próprias escolhas por medo de um castigo que ninguém nem sabe se existe.
tale,O pastor agora parecia incomodado.
tale,"Seu olhar sério demonstrava tensão, incerto por não saber o que eu diria em seguida."
tale,Deixou de lado a performance para chamar atenção.
tale,Sua atenção agora estava de fato na discussão.
tale,Seus lábios se contraíram quando falei outra vez.
tale,— Tu tás aqui porque tu quer ou porque tu tem que estar?
tale,— É minha missão vir aqui.
tale,"— E é, né, pastor?"
tale,"Tem que vir aqui pregar a palavra porque é tua missão, tem que pagar o dízimo porque se não Deus se zanga, tem que vestir só roupa feia porque se não Deus se irrita, tem que fazer mil coisas porque Deus mandou… Me diz aí, pastor: como é mesmo aquela tua história de liberdade?"
tale,Ele me olhou no fundo dos olhos com uma expressão fria.
tale,"A personalidade ativa e descarada que estampava seu rosto quando falou comigo pela primeira vez havia, de alguma maneira, desaparecido."
